file	chr	start	end
./data/chr3-120000001-130000000.snp.RData	chr3	120000001	130000000
./data/chr3-130000001-140000000.snp.RData	chr3	130000001	140000000
./data/chr3-140000001-150000000.snp.RData	chr3	140000001	150000000
./data/chr3-150000001-160000000.snp.RData	chr3	150000001	160000000
./data/chr3-160000001-170000000.snp.RData	chr3	160000001	170000000
./data/chr3-170000001-180000000.snp.RData	chr3	170000001	180000000
./data/chr3-180000001-190000000.snp.RData	chr3	180000001	190000000
./data/chr3-190000001-200000000.snp.RData	chr3	190000001	200000000
./data/chr3-200000001-210000000.snp.RData	chr3	200000001	210000000
./data/chr3-210000001-220000000.snp.RData	chr3	210000001	220000000
./data/chr3-220000001-230000000.snp.RData	chr3	220000001	230000000
./data/chr3-230000001-235653235.snp.RData	chr3	230000001	235653235
./data/chr4-1-10000000.snp.RData	chr4	1	10000000
./data/chr4-10000001-20000000.snp.RData	chr4	10000001	20000000
./data/chr4-20000001-30000000.snp.RData	chr4	20000001	30000000
./data/chr4-30000001-40000000.snp.RData	chr4	30000001	40000000
./data/chr4-40000001-50000000.snp.RData	chr4	40000001	50000000
./data/chr4-50000001-60000000.snp.RData	chr4	50000001	60000000
./data/chr4-60000001-70000000.snp.RData	chr4	60000001	70000000
./data/chr4-70000001-80000000.snp.RData	chr4	70000001	80000000
./data/chr4-80000001-90000000.snp.RData	chr4	80000001	90000000
./data/chr4-90000001-100000000.snp.RData	chr4	90000001	100000000
./data/chr4-100000001-110000000.snp.RData	chr4	100000001	110000000
./data/chr4-110000001-120000000.snp.RData	chr4	110000001	120000000
./data/chr4-120000001-130000000.snp.RData	chr4	120000001	130000000
./data/chr4-130000001-140000000.snp.RData	chr4	130000001	140000000
./data/chr4-140000001-150000000.snp.RData	chr4	140000001	150000000
./data/chr4-150000001-160000000.snp.RData	chr4	150000001	160000000
./data/chr4-160000001-170000000.snp.RData	chr4	160000001	170000000
./data/chr4-170000001-180000000.snp.RData	chr4	170000001	180000000
./data/chr4-180000001-190000000.snp.RData	chr4	180000001	190000000
./data/chr4-190000001-200000000.snp.RData	chr4	190000001	200000000
./data/chr4-200000001-210000000.snp.RData	chr4	200000001	210000000
./data/chr4-210000001-220000000.snp.RData	chr4	210000001	220000000
./data/chr4-220000001-230000000.snp.RData	chr4	220000001	230000000
./data/chr4-230000001-240000000.snp.RData	chr4	230000001	240000000
./data/chr4-240000001-246967222.snp.RData	chr4	240000001	246967222
./data/chr5-1-10000000.snp.RData	chr5	1	10000000
./data/chr5-10000001-20000000.snp.RData	chr5	10000001	20000000
./data/chr5-20000001-30000000.snp.RData	chr5	20000001	30000000
./data/chr5-30000001-40000000.snp.RData	chr5	30000001	40000000
./data/chr5-40000001-50000000.snp.RData	chr5	40000001	50000000
./data/chr5-50000001-60000000.snp.RData	chr5	50000001	60000000
./data/chr5-60000001-70000000.snp.RData	chr5	60000001	70000000
./data/chr5-70000001-80000000.snp.RData	chr5	70000001	80000000
./data/chr5-80000001-90000000.snp.RData	chr5	80000001	90000000
./data/chr5-90000001-100000000.snp.RData	chr5	90000001	100000000
./data/chr5-100000001-110000000.snp.RData	chr5	100000001	110000000
./data/chr5-110000001-120000000.snp.RData	chr5	110000001	120000000
./data/chr5-120000001-130000000.snp.RData	chr5	120000001	130000000
./data/chr5-130000001-140000000.snp.RData	chr5	130000001	140000000
./data/chr5-140000001-150000000.snp.RData	chr5	140000001	150000000
./data/chr5-150000001-160000000.snp.RData	chr5	150000001	160000000
./data/chr5-160000001-170000000.snp.RData	chr5	160000001	170000000
./data/chr5-170000001-180000000.snp.RData	chr5	170000001	180000000
./data/chr5-180000001-190000000.snp.RData	chr5	180000001	190000000
./data/chr5-190000001-200000000.snp.RData	chr5	190000001	200000000
./data/chr5-200000001-210000000.snp.RData	chr5	200000001	210000000
./data/chr5-210000001-220000000.snp.RData	chr5	210000001	220000000
./data/chr5-220000001-223706511.snp.RData	chr5	220000001	223706511
./data/chr6-1-10000000.snp.RData	chr6	1	10000000
./data/chr6-10000001-20000000.snp.RData	chr6	10000001	20000000
./data/chr6-20000001-30000000.snp.RData	chr6	20000001	30000000
./data/chr6-30000001-40000000.snp.RData	chr6	30000001	40000000
./data/chr6-40000001-50000000.snp.RData	chr6	40000001	50000000
./data/chr6-50000001-60000000.snp.RData	chr6	50000001	60000000
./data/chr6-60000001-70000000.snp.RData	chr6	60000001	70000000
./data/chr6-70000001-80000000.snp.RData	chr6	70000001	80000000
./data/chr6-80000001-90000000.snp.RData	chr6	80000001	90000000
./data/chr6-90000001-100000000.snp.RData	chr6	90000001	100000000
./data/chr6-100000001-110000000.snp.RData	chr6	100000001	110000000
./data/chr6-110000001-120000000.snp.RData	chr6	110000001	120000000
./data/chr6-120000001-130000000.snp.RData	chr6	120000001	130000000
./data/chr6-130000001-140000000.snp.RData	chr6	130000001	140000000
./data/chr6-140000001-150000000.snp.RData	chr6	140000001	150000000
./data/chr6-150000001-160000000.snp.RData	chr6	150000001	160000000
./data/chr6-160000001-170000000.snp.RData	chr6	160000001	170000000
./data/chr6-170000001-173537152.snp.RData	chr6	170000001	173537152
./data/chr7-1-10000000.snp.RData	chr7	1	10000000
./data/chr7-10000001-20000000.snp.RData	chr7	10000001	20000000
./data/chr7-20000001-30000000.snp.RData	chr7	20000001	30000000
./data/chr7-30000001-40000000.snp.RData	chr7	30000001	40000000
./data/chr7-40000001-50000000.snp.RData	chr7	40000001	50000000
./data/chr7-50000001-60000000.snp.RData	chr7	50000001	60000000
./data/chr7-60000001-70000000.snp.RData	chr7	60000001	70000000
./data/chr7-70000001-80000000.snp.RData	chr7	70000001	80000000
./data/chr7-80000001-90000000.snp.RData	chr7	80000001	90000000
./data/chr7-90000001-100000000.snp.RData	chr7	90000001	100000000
./data/chr7-100000001-110000000.snp.RData	chr7	100000001	110000000
./data/chr7-110000001-120000000.snp.RData	chr7	110000001	120000000
./data/chr7-120000001-130000000.snp.RData	chr7	120000001	130000000
./data/chr7-130000001-140000000.snp.RData	chr7	130000001	140000000
./data/chr7-140000001-150000000.snp.RData	chr7	140000001	150000000
./data/chr7-150000001-160000000.snp.RData	chr7	150000001	160000000
./data/chr7-160000001-170000000.snp.RData	chr7	160000001	170000000
./data/chr7-170000001-180000000.snp.RData	chr7	170000001	180000000
./data/chr7-180000001-181719439.snp.RData	chr7	180000001	181719439
./data/chr8-1-10000000.snp.RData	chr8	1	10000000
./data/chr8-10000001-20000000.snp.RData	chr8	10000001	20000000
./data/chr8-20000001-30000000.snp.RData	chr8	20000001	30000000
./data/chr8-30000001-40000000.snp.RData	chr8	30000001	40000000
./data/chr8-40000001-50000000.snp.RData	chr8	40000001	50000000
./data/chr8-50000001-60000000.snp.RData	chr8	50000001	60000000
./data/chr8-60000001-70000000.snp.RData	chr8	60000001	70000000
./data/chr8-70000001-80000000.snp.RData	chr8	70000001	80000000
./data/chr8-80000001-90000000.snp.RData	chr8	80000001	90000000
./data/chr8-90000001-100000000.snp.RData	chr8	90000001	100000000
./data/chr8-100000001-110000000.snp.RData	chr8	100000001	110000000
./data/chr8-110000001-120000000.snp.RData	chr8	110000001	120000000
./data/chr8-120000001-130000000.snp.RData	chr8	120000001	130000000
./data/chr8-130000001-140000000.snp.RData	chr8	130000001	140000000
./data/chr8-140000001-150000000.snp.RData	chr8	140000001	150000000
./data/chr8-150000001-160000000.snp.RData	chr8	150000001	160000000
./data/chr8-160000001-170000000.snp.RData	chr8	160000001	170000000
./data/chr8-170000001-180000000.snp.RData	chr8	170000001	180000000
./data/chr8-180000001-181046123.snp.RData	chr8	180000001	181046123
./data/chr9-1-10000000.snp.RData	chr9	1	10000000
./data/chr9-10000001-20000000.snp.RData	chr9	10000001	20000000
./data/chr9-20000001-30000000.snp.RData	chr9	20000001	30000000
./data/chr9-30000001-40000000.snp.RData	chr9	30000001	40000000
./data/chr9-40000001-50000000.snp.RData	chr9	40000001	50000000
./data/chr9-50000001-60000000.snp.RData	chr9	50000001	60000000
./data/chr9-60000001-70000000.snp.RData	chr9	60000001	70000000
./data/chr9-70000001-80000000.snp.RData	chr9	70000001	80000000
./data/chr9-80000001-90000000.snp.RData	chr9	80000001	90000000
./data/chr9-90000001-100000000.snp.RData	chr9	90000001	100000000
./data/chr9-100000001-110000000.snp.RData	chr9	100000001	110000000
./data/chr9-110000001-120000000.snp.RData	chr9	110000001	120000000
./data/chr9-120000001-130000000.snp.RData	chr9	120000001	130000000
./data/chr9-130000001-140000000.snp.RData	chr9	130000001	140000000
./data/chr9-140000001-150000000.snp.RData	chr9	140000001	150000000
./data/chr9-150000001-159687565.snp.RData	chr9	150000001	159687565
./data/chr10-1-10000000.snp.RData	chr10	1	10000000
./data/chr10-10000001-20000000.snp.RData	chr10	10000001	20000000
./data/chr10-20000001-30000000.snp.RData	chr10	20000001	30000000
./data/chr10-30000001-40000000.snp.RData	chr10	30000001	40000000
./data/chr10-40000001-50000000.snp.RData	chr10	40000001	50000000
./data/chr10-50000001-60000000.snp.RData	chr10	50000001	60000000
./data/chr10-60000001-70000000.snp.RData	chr10	60000001	70000000
./data/chr10-70000001-80000000.snp.RData	chr10	70000001	80000000
./data/chr10-80000001-90000000.snp.RData	chr10	80000001	90000000
./data/chr10-90000001-100000000.snp.RData	chr10	90000001	100000000
./data/chr10-100000001-110000000.snp.RData	chr10	100000001	110000000
./data/chr10-110000001-120000000.snp.RData	chr10	110000001	120000000
./data/chr10-120000001-130000000.snp.RData	chr10	120000001	130000000
./data/chr10-130000001-140000000.snp.RData	chr10	130000001	140000000
./data/chr10-140000001-150000000.snp.RData	chr10	140000001	150000000
./data/chr10-150000001-150931538.snp.RData	chr10	150000001	150931538
